,stationid,row,col,arcid,origin
2278,IT_0000159,10146,9268,32563,mmprocessedstation
2279,IT_0000156,10163,9327,32563,mmprocessedstation
2280,IT_0000174,10164,9510,32565,mmprocessedstation
2281,ES_0001142,10167,5784,32549,mmprocessedstation
2282,ES_0001128,10170,6047,32551,mmprocessedstation
2283,ES_0000961,10193,6082,32551,mmprocessedstation
2284,ES_0000998,10226,5524,32895,mmprocessedstation
2285,ES_0001049,10240,5910,32898,mmprocessedstation
2286,ES_0000195,10251,5166,32892,mmprocessedstation
2287,6112080,10273,4039,32882,mmprocessedstation
2288,ES_0001075,10288,5799,32897,mmprocessedstation
2289,ES_0000954,10294,5659,32896,mmprocessedstation
2290,ES_0001059,10311,5783,32897,mmprocessedstation
2291,ES_0000278,10321,4410,33243,mmprocessedstation
2292,ES_0000386,10331,5298,33251,mmprocessedstation
2293,ES_0000372,10360,5528,33253,mmprocessedstation
2294,ES_0000233,10387,4910,33247,mmprocessedstation
2295,ES_0000353,10392,5379,33251,mmprocessedstation
2296,ES_0000844,10392,6054,33257,mmprocessedstation
2297,ES_0000232,10403,4870,33247,mmprocessedstation
2298,ES_0000861,10412,5766,33255,mmprocessedstation
2299,ES_0000350,10417,5536,33253,mmprocessedstation
2300,ES_0000376,10437,5441,33252,mmprocessedstation
2301,ES_0000352,10450,5257,33609,mmprocessedstation
2302,2588600,10453,39923,33848,mmprocessedstation
2303,ES_0000459,10457,4556,33603,mmprocessedstation
2304,ES_0000473,10461,4871,33606,mmprocessedstation
2305,ES_0000442,10461,4962,33607,mmprocessedstation
2306,ES_0000860,10473,5731,33613,mmprocessedstation
2307,ES_0000192,10477,4755,33605,mmprocessedstation
2308,ES_0000848,10477,5732,33613,mmprocessedstation
2309,ES_0000397,10486,5233,33609,mmprocessedstation
2310,2916680,10499,23287,33732,mmprocessedstation
2311,2589801,10507,39688,33846,mmprocessedstation
2312,2589800,10511,39657,33846,mmprocessedstation
2313,ES_0000414,10518,4535,33603,mmprocessedstation
2314,ES_0000863,10520,5814,33614,mmprocessedstation
2315,ES_0000429,10523,4789,33605,mmprocessedstation
2316,ES_0000849,10544,5692,33613,mmprocessedstation
2317,ES_0000417,10564,4494,33958,mmprocessedstation
2318,ES_0000905,10574,5589,33967,mmprocessedstation
2319,ES_0000446,10575,4583,33959,mmprocessedstation
2320,ES_0000851,10597,5725,33968,mmprocessedstation
2321,2588706,10599,39878,34195,mmprocessedstation
2322,ES_0000430,10604,4324,33957,mmprocessedstation
2323,ES_0000845,10607,5902,33970,mmprocessedstation
2324,ES_0000469,10614,4675,33959,mmprocessedstation
2325,ES_0000470,10617,4699,33960,mmprocessedstation
2326,ES_0000903,10626,5469,33966,mmprocessedstation
2327,ES_0000879,10632,5613,33967,mmprocessedstation
2328,ES_0000907,10638,5625,33967,mmprocessedstation
2329,ES_0000854,10644,5621,33967,mmprocessedstation
2330,2589750,10653,39638,34193,mmprocessedstation
2331,ES_0000433,10662,4320,33957,mmprocessedstation
2332,2589754,10669,39726,34194,mmprocessedstation
2333,ES_0000468,10679,4532,33958,mmprocessedstation
2334,2589751,10683,39699,34532,mmprocessedstation
2335,2589752,10690,39711,34532,mmprocessedstation
2336,ES_0000578,10700,5206,34311,mmprocessedstation
2337,2588705,10708,39871,34534,mmprocessedstation
2338,ES_0000580,10709,5383,34312,mmprocessedstation
2339,2589610,10710,39616,34532,mmprocessedstation
2340,ES_0000593,10713,5381,34312,mmprocessedstation
2341,ES_0000484,10719,4443,34305,mmprocessedstation
2342,ES_0000579,10726,5192,34311,mmprocessedstation
2343,2589753,10733,39696,34532,mmprocessedstation
2344,2588704,10736,39869,34534,mmprocessedstation
2345,ES_0000640,10752,5139,34310,mmprocessedstation
2346,ES_0000583,10757,5070,34310,mmprocessedstation
2347,ES_0000585,10758,5046,34310,mmprocessedstation
2348,2588703,10760,39879,34534,mmprocessedstation
2349,2917920,10799,22879,34421,mmprocessedstation
2350,2588702,10811,39881,34864,mmprocessedstation
2351,ES_0000932,10822,5491,34650,mmprocessedstation
2352,ES_0000931,10824,5459,34650,mmprocessedstation
2353,ES_0000546,10826,4943,34646,mmprocessedstation
2354,2589701,10828,39578,34861,mmprocessedstation
2355,ES_0000891,10830,5932,34654,mmprocessedstation
2356,2588701,10856,39905,34864,mmprocessedstation
2357,2589700,10857,39615,34862,mmprocessedstation
2358,2588700,10880,39908,34864,mmprocessedstation
2359,ES_0000898,10903,5796,34653,mmprocessedstation
2360,ES_0000774,10916,5537,34651,mmprocessedstation
2361,2589703,10958,39669,35196,mmprocessedstation
2362,2588620,10990,39811,35197,mmprocessedstation
2363,2589240,11008,39471,35194,mmprocessedstation
2364,2588655,11025,39784,35197,mmprocessedstation
2365,2588651,11057,39780,35530,mmprocessedstation
2366,ES_0000666,11067,5359,35310,mmprocessedstation
2367,TM_0000001,11077,21655,35404,mmprocessedstation
2368,6116100,11079,4112,35300,mmprocessedstation
2369,2588652,11080,39724,35530,mmprocessedstation
2370,ES_0000720,11091,5100,35308,mmprocessedstation
2371,2589550,11102,39424,35527,mmprocessedstation
2372,2589551,11133,39553,35528,mmprocessedstation
2373,ES_0000697,11153,4514,35303,mmprocessedstation
2374,PT_0000014,11155,4181,35300,mmprocessedstation
2375,2588653,11156,39697,35529,mmprocessedstation
2376,ES_0000698,11194,4568,35633,mmprocessedstation
2377,2589500,11204,39313,35864,mmprocessedstation
2378,ES_0000716,11206,4497,35632,mmprocessedstation
2379,2677300,11208,36635,35855,mmprocessedstation
2380,2588654,11208,39694,35867,mmprocessedstation
2381,6115800,11209,3968,35628,mmprocessedstation
2382,2589501,11220,39312,35864,mmprocessedstation
2383,2589505,11221,39343,35864,mmprocessedstation
2384,ES_0000717,11231,5054,35637,mmprocessedstation
2385,ES_0000688,11237,5000,35636,mmprocessedstation
2386,2589250,11252,39184,35863,mmprocessedstation
2387,2217200,11259,22673,35744,mmprocessedstation
2388,ES_0000722,11264,5147,35637,mmprocessedstation
2389,2217100,11283,22391,36096,mmprocessedstation
2390,2217130,11344,22608,36098,mmprocessedstation
2391,2589502,11344,39194,36216,mmprocessedstation
2392,2217101,11351,22518,36097,mmprocessedstation
2393,2589400,11351,38928,36214,mmprocessedstation
2394,2589506,11370,39152,36216,mmprocessedstation
2395,2588555,11376,39371,36218,mmprocessedstation
2396,2218470,11379,22267,36095,mmprocessedstation
2397,2218450,11380,22070,36093,mmprocessedstation
2398,2588561,11387,39340,36217,mmprocessedstation
2399,2589503,11391,39147,36216,mmprocessedstation
2400,2589504,11431,39188,36539,mmprocessedstation
2401,2180400,11439,30676,36490,mmprocessedstation
2402,2588560,11449,39379,36541,mmprocessedstation
2403,2694100,11454,36454,36528,mmprocessedstation
2404,2588554,11457,39408,36541,mmprocessedstation
2405,2588553,11462,39452,36541,mmprocessedstation
2406,2588559,11462,39513,36542,mmprocessedstation
2407,2218480,11471,21827,36416,mmprocessedstation
2408,2588552,11473,39481,36542,mmprocessedstation
2409,2588550,11485,39528,36542,mmprocessedstation
2410,2588501,11493,39407,36541,mmprocessedstation
2411,2588557,11514,39596,36542,mmprocessedstation
2412,2218401,11530,21576,36732,mmprocessedstation
2413,MA_0000010,11597,4622,36637,mmprocessedstation
2414,2217120,11614,22484,36740,mmprocessedstation
2415,2217103,11616,22465,36740,mmprocessedstation
2416,2588322,11617,39102,36861,mmprocessedstation
2417,2588483,11620,39247,36863,mmprocessedstation
2418,2588481,11633,39228,36862,mmprocessedstation
2419,2588850,11639,38211,36854,mmprocessedstation
2420,2589420,11643,38349,37191,mmprocessedstation
2421,2588300,11654,38887,37196,mmprocessedstation
2422,2588810,11657,38008,37188,mmprocessedstation
2423,2588301,11663,38871,37195,mmprocessedstation
2424,2240302,11671,22712,37078,mmprocessedstation
2425,2588304,11673,38805,37195,mmprocessedstation
2426,2589410,11687,38431,37192,mmprocessedstation
2427,2217110,11698,22317,37074,mmprocessedstation
2428,2588480,11712,39260,37199,mmprocessedstation
2429,2240301,11719,22628,37077,mmprocessedstation
2430,2240310,11739,22591,37077,mmprocessedstation
2431,CY_0000007,11741,13922,37007,mmprocessedstation
2432,6196200,11752,13894,37006,mmprocessedstation
2433,2218101,11752,21365,37067,mmprocessedstation
2434,2694200,11754,36417,37180,mmprocessedstation
2435,6196600,11755,14014,37007,mmprocessedstation
2436,2589200,11760,37749,37514,mmprocessedstation
2437,MA_0000002,11765,5194,37299,mmprocessedstation
2438,6196650,11773,14034,37335,mmprocessedstation
2439,2589201,11773,37834,37515,mmprocessedstation
2440,2240300,11775,22676,37404,mmprocessedstation
2441,2240210,11783,23073,37408,mmprocessedstation
2442,2180712,11787,29562,37462,mmprocessedstation
2443,2589100,11791,38186,37518,mmprocessedstation
2444,2588320,11794,39073,37525,mmprocessedstation
2445,2588200,11803,38553,37521,mmprocessedstation
2446,2589202,11805,37881,37515,mmprocessedstation
2447,6196040,11821,13797,37333,mmprocessedstation
2448,2589320,11822,38151,37517,mmprocessedstation
2449,2180600,11825,31170,37475,mmprocessedstation
2450,6196500,11826,13996,37335,mmprocessedstation
2451,2589310,11828,38083,37517,mmprocessedstation
2452,2589101,11828,38181,37518,mmprocessedstation
2453,6196060,11829,13815,37334,mmprocessedstation
2454,6196080,11833,13824,37334,mmprocessedstation
2455,2588830,11837,37638,37513,mmprocessedstation
2456,2240102,11853,22733,37405,mmprocessedstation
2457,2589360,11860,38548,37521,mmprocessedstation
2458,2240103,11863,22656,37404,mmprocessedstation
2459,2588101,11872,37784,37514,mmprocessedstation
2460,2218203,11874,21661,37396,mmprocessedstation
2461,2240200,11887,22931,37724,mmprocessedstation
2462,2588100,11888,37798,37832,mmprocessedstation
2463,2588920,11888,38797,37841,mmprocessedstation
2464,2218200,11917,21274,37710,mmprocessedstation
2465,2589350,11939,38475,37838,mmprocessedstation
2466,2240100,11943,23049,37725,mmprocessedstation
2467,2218300,11947,21120,37709,mmprocessedstation
2468,2218301,11967,21408,37711,mmprocessedstation
2469,2591800,11984,38208,37836,mmprocessedstation
2470,2591230,12014,38308,38150,mmprocessedstation
2471,2591210,12047,37856,38146,mmprocessedstation
2472,2590200,12060,37375,38142,mmprocessedstation
2473,2588250,12060,38625,38152,mmprocessedstation
2474,2591200,12101,37962,38147,mmprocessedstation
2475,2591201,12108,38020,38147,mmprocessedstation
2476,2591220,12119,37813,38146,mmprocessedstation
2477,2181500,12138,29208,38402,mmprocessedstation
2478,2590101,12157,37400,38456,mmprocessedstation
2479,2590100,12163,37318,38455,mmprocessedstation
2480,MA_0000006,12215,4499,38242,mmprocessedstation
2481,CN_0000185,12229,31680,38423,mmprocessedstation
2482,1309620,12242,4642,38553,mmprocessedstation
2483,2590220,12252,37339,38777,mmprocessedstation
2484,2590300,12370,37357,39097,mmprocessedstation
2485,IL_0000001,12386,14368,38921,mmprocessedstation
2486,2181951,12405,33375,39080,mmprocessedstation
2487,2590301,12428,37383,39097,mmprocessedstation
2488,2590400,12491,37535,39416,mmprocessedstation
2489,2590230,12513,37281,39414,mmprocessedstation
2490,2590401,12514,37467,39416,mmprocessedstation
2491,6593700,12520,14348,39239,mmprocessedstation
2492,2181200,12614,30759,39708,mmprocessedstation
2493,CN_0000001,12676,29324,39696,mmprocessedstation
2494,CN_0000052,12987,28027,40689,mmprocessedstation
2495,CN_0000049,13091,28694,41011,mmprocessedstation
2496,CN_0000164,13132,28050,41005,mmprocessedstation
2497,CN_0000048,13136,28070,41005,mmprocessedstation
2498,2548320,13203,25472,41298,mmprocessedstation
2499,CN_0000050,13222,27504,41315,mmprocessedstation
2500,2549240,13445,26062,41934,mmprocessedstation
2501,2550120,13485,26584,41938,mmprocessedstation
2502,CN_0000166,13602,34205,42304,mmprocessedstation
2503,2260100,13920,28967,43151,mmprocessedstation
2504,IN_0000003,13964,23343,43104,mmprocessedstation
2505,OM_0000001,14001,19495,43073,mmprocessedstation
2506,CN_0000045,14011,30053,43160,mmprocessedstation
2507,CN_0000035,14144,30136,43454,mmprocessedstation
2508,IN_0000004,14162,23203,43672,mmprocessedstation
2509,CN_0000006,14164,29731,43726,mmprocessedstation
2510,CN_0000034,14239,29675,43726,mmprocessedstation
2511,CN_0000003,14271,30119,43729,mmprocessedstation
2512,OM_0000002,14279,19437,43660,mmprocessedstation
2513,IN_0000005,14311,23410,43956,mmprocessedstation
2514,IN_0000006,14331,23400,43956,mmprocessedstation
2515,IN_0000012,14344,23521,43957,mmprocessedstation
2516,IN_0000056,14354,28038,43994,mmprocessedstation
2517,OM_0000003,14374,19643,43944,mmprocessedstation
2518,CN_0000015,14380,29848,44009,mmprocessedstation
2519,IN_0000017,14381,23871,43959,mmprocessedstation
2520,IN_0000018,14430,23813,44244,mmprocessedstation
2521,CN_0000027,14436,29755,44293,mmprocessedstation
2522,IN_0000019,14457,23792,44244,mmprocessedstation
2523,CN_0000028,14477,29817,44294,mmprocessedstation
2524,2124150,14500,19568,44226,mmprocessedstation
2525,IN_0000009,14508,23283,44240,mmprocessedstation
2526,CN_0000025,14539,31003,44584,mmprocessedstation
2527,IN_0000016,14555,23932,44525,mmprocessedstation
2528,IN_0000026,14565,25118,44535,mmprocessedstation
2529,IN_0000244,14591,25731,44540,mmprocessedstation
2530,IN_0000020,14626,23836,44524,mmprocessedstation
2531,IN_0000028,14632,24963,44534,mmprocessedstation
2532,IN_0000008,14649,22983,44800,mmprocessedstation
2533,IN_0000027,14657,25041,44817,mmprocessedstation
2534,IN_0000029,14658,24910,44816,mmprocessedstation
2535,IN_0000030,14659,24803,44815,mmprocessedstation
2536,CN_0000040,14674,30855,44866,mmprocessedstation
2537,IN_0000254,14684,26692,44831,mmprocessedstation
2538,IN_0000031,14697,24655,44814,mmprocessedstation
2539,IN_0000025,14697,25349,44820,mmprocessedstation
2540,IN_0000253,14740,26752,44831,mmprocessedstation
2541,IN_0000021,14751,23554,44805,mmprocessedstation
2542,IN_0000033,14761,24478,45098,mmprocessedstation
2543,IN_0000089,14788,25175,45104,mmprocessedstation
2544,IN_0000229,14802,26425,45115,mmprocessedstation
2545,IN_0000224,14822,26351,45114,mmprocessedstation
2546,IN_0000241,14852,26162,45113,mmprocessedstation
2547,IN_0000035,14855,24163,45096,mmprocessedstation
2548,IN_0000231,14863,26561,45116,mmprocessedstation
2549,IN_0000242,14883,25969,45395,mmprocessedstation
2550,MM_0000002,14884,29049,45419,mmprocessedstation
2551,IN_0000088,14907,25242,45389,mmprocessedstation
2552,IN_0000226,14919,26386,45398,mmprocessedstation
2553,IN_0000234,14946,25869,45394,mmprocessedstation
2554,IN_0000246,14948,25763,45393,mmprocessedstation
2555,IN_0000010,14959,22843,45369,mmprocessedstation
2556,IN_0000245,14962,25805,45394,mmprocessedstation
2557,IN_0000095,14970,25260,45389,mmprocessedstation
2558,IN_0000232,14988,26860,45402,mmprocessedstation
2559,IN_0000040,14998,24420,45382,mmprocessedstation
2560,CN_0000018,15016,30373,45702,mmprocessedstation
2561,IN_0000039,15022,23511,45652,mmprocessedstation
2562,IN_0000251,15038,25582,45670,mmprocessedstation
2563,IN_0000042,15047,24296,45659,mmprocessedstation
2564,IN_0000248,15063,25499,45669,mmprocessedstation
2565,IN_0000093,15067,25015,45665,mmprocessedstation
2566,IN_0000230,15069,26669,45679,mmprocessedstation
2567,IN_0000240,15124,26049,45936,mmprocessedstation
2568,IN_0000236,15126,25650,45932,mmprocessedstation
2569,IN_0000225,15132,26458,45939,mmprocessedstation
2570,IN_0000227,15136,26524,45940,mmprocessedstation
2571,IN_0000223,15147,26643,45941,mmprocessedstation
2572,IN_0000044,15149,24477,45922,mmprocessedstation
2573,IN_0000051,15153,23516,45914,mmprocessedstation
2574,IN_0000237,15203,26093,45936,mmprocessedstation
2575,IN_0000233,15218,26348,45938,mmprocessedstation
2576,IN_0000080,15228,24797,45925,mmprocessedstation
2577,IN_0000086,15231,24914,45926,mmprocessedstation
2578,2969010,15292,30022,46206,mmprocessedstation
2579,2969019,15304,29953,46205,mmprocessedstation
2580,IN_0000238,15311,25973,46183,mmprocessedstation
2581,IN_0000053,15336,23585,46163,mmprocessedstation
2582,2969009,15354,29844,46204,mmprocessedstation
2583,2469400,15367,30545,46458,mmprocessedstation
2584,2969014,15372,29936,46453,mmprocessedstation
2585,2969013,15379,29963,46453,mmprocessedstation
2586,2469050,15384,30512,46458,mmprocessedstation
2587,2969029,15393,29960,46453,mmprocessedstation
2588,IN_0000082,15404,24858,46424,mmprocessedstation
2589,IN_0000055,15428,23503,46412,mmprocessedstation
2590,2969025,15432,29884,46453,mmprocessedstation
2591,2969030,15434,30045,46454,mmprocessedstation
2592,IN_0000252,15476,26372,46436,mmprocessedstation
2593,2969016,15497,29869,46691,mmprocessedstation
2594,IN_0000078,15520,25081,46668,mmprocessedstation
2595,IN_0000072,15528,25365,46670,mmprocessedstation
2596,IN_0000272,15533,25736,46673,mmprocessedstation
2597,IN_0000077,15535,25652,46672,mmprocessedstation
2598,IN_0000073,15580,25512,46671,mmprocessedstation
2599,IN_0000076,15596,25495,46671,mmprocessedstation
2600,2261500,15613,29147,46935,mmprocessedstation
2601,2261510,15622,29160,46936,mmprocessedstation
2602,IN_0000071,15635,25282,46920,mmprocessedstation
2603,IN_0000169,15636,26129,46927,mmprocessedstation
2604,2469055,15686,30562,46947,mmprocessedstation
2605,IN_0000096,15691,25153,46919,mmprocessedstation
2606,IN_0000067,15692,25714,46924,mmprocessedstation
2607,IN_0000061,15699,25294,46920,mmprocessedstation
2608,2469141,15715,30602,46948,mmprocessedstation
2609,2469058,15739,30609,47202,mmprocessedstation
2610,IN_0000306,15747,25599,47179,mmprocessedstation
2611,IN_0000161,15764,26132,47183,mmprocessedstation
2612,IN_0000314,15783,23588,47162,mmprocessedstation
2613,2469140,15807,30629,47202,mmprocessedstation
2614,2469072,15855,30626,47435,mmprocessedstation
2615,IN_0000147,15861,24002,47402,mmprocessedstation
2616,2969430,15863,30400,47433,mmprocessedstation
2617,2969090,15869,30652,47435,mmprocessedstation
2618,IN_0000099,15888,25534,47414,mmprocessedstation
2619,2969069,15910,30338,47432,mmprocessedstation
2620,IN_0000167,15915,25919,47417,mmprocessedstation
2621,IN_0000144,15951,24212,47403,mmprocessedstation
2622,IN_0000100,15964,25532,47635,mmprocessedstation
2623,2969435,15975,30303,47652,mmprocessedstation
2624,2469102,15985,31150,47659,mmprocessedstation
2625,2969460,16006,30425,47653,mmprocessedstation
2626,2969437,16010,30275,47652,mmprocessedstation
2627,IN_0000098,16019,25598,47636,mmprocessedstation
2628,IN_0000138,16031,24517,47627,mmprocessedstation
2629,2469098,16061,31195,47659,mmprocessedstation
2630,2969071,16066,30363,47653,mmprocessedstation
2631,IN_0000119,16099,25285,47856,mmprocessedstation
2632,TH_0000146,16112,30521,47877,mmprocessedstation
2633,IN_0000123,16130,25041,47854,mmprocessedstation
2634,IN_0000116,16131,23911,47845,mmprocessedstation
2635,IN_0000139,16143,24510,47850,mmprocessedstation
2636,IN_0000118,16148,25276,47856,mmprocessedstation
2637,IN_0000115,16155,23904,47845,mmprocessedstation
2638,IN_0000157,16157,23897,47845,mmprocessedstation
2639,ML_0000030,16163,5270,47730,mmprocessedstation
2640,2969417,16166,31128,47882,mmprocessedstation
2641,IN_0000156,16185,23829,47844,mmprocessedstation
2642,IN_0000155,16186,23880,47845,mmprocessedstation
2643,2969100,16188,31138,47882,mmprocessedstation
2644,TH_0000149,16200,30510,48088,mmprocessedstation
2645,ML_0000029,16255,5188,47948,mmprocessedstation
2646,2469120,16274,31275,48094,mmprocessedstation
2647,IN_0000259,16276,24249,48061,mmprocessedstation
2648,2969115,16306,30966,48092,mmprocessedstation
2649,IN_0000149,16351,24174,48274,mmprocessedstation
2650,ML_0000032,16400,6119,48168,mmprocessedstation
2651,2964160,16475,29889,48495,mmprocessedstation
2652,2969124,16479,30998,48504,mmprocessedstation
2653,2969101,16481,31318,48506,mmprocessedstation
2654,2969220,16502,31259,48506,mmprocessedstation
2655,2969200,16506,31166,48505,mmprocessedstation
2656,2469260,16532,31390,48507,mmprocessedstation
2657,2969211,16584,31219,48708,mmprocessedstation
2658,NE_0000002,16619,6142,48582,mmprocessedstation
2659,IN_0000165,16627,24880,48689,mmprocessedstation
2660,2969210,16632,31236,48708,mmprocessedstation
2661,2369800,16717,31920,48909,mmprocessedstation
2662,IN_0000128,16742,24157,48879,mmprocessedstation
2663,1234130,16862,6387,48972,mmprocessedstation
2664,1134250,16867,4548,48956,mmprocessedstation
2665,2569005,16912,31426,49092,mmprocessedstation
2666,1234150,16915,6499,48973,mmprocessedstation
2667,IN_0000310,16915,23971,49065,mmprocessedstation
2668,IN_0000316,16968,23995,49254,mmprocessedstation
2669,IN_0000204,17044,24249,49440,mmprocessedstation
2670,NE_0000007,17051,6531,49347,mmprocessedstation
2671,IN_0000203,17052,24188,49439,mmprocessedstation
2672,1134100,17071,4187,49327,mmprocessedstation
2673,IN_0000210,17146,24753,49444,mmprocessedstation
2674,IN_0000178,17159,24230,49439,mmprocessedstation
2675,IN_0000196,17179,24526,49622,mmprocessedstation
2676,1537100,17252,9606,49556,mmprocessedstation
2677,IN_0000209,17264,24954,49625,mmprocessedstation
2678,BJ_0000017,17308,6815,49712,mmprocessedstation
2679,1734600,17342,6797,49712,mmprocessedstation
2680,1134030,17356,3920,49688,mmprocessedstation
2681,2569002,17380,31187,49816,mmprocessedstation
2682,IN_0000267,17506,24249,49987,mmprocessedstation
2683,NG_0000009,17536,8305,50103,mmprocessedstation
2684,IN_0000277,17544,24287,50187,mmprocessedstation
2685,IN_0000275,17572,24377,50188,mmprocessedstation
2686,IN_0000274,17577,24356,50187,mmprocessedstation
2687,1634800,17608,3917,50066,mmprocessedstation
2688,1634420,17615,3665,50064,mmprocessedstation
2689,IN_0000219,17759,24596,50389,mmprocessedstation
2690,IN_0000269,17762,24391,50584,mmprocessedstation
2691,IN_0000268,17774,24354,50583,mmprocessedstation
2692,1531450,17833,5738,50478,mmprocessedstation
2693,IN_0000281,17837,24385,50584,mmprocessedstation
2694,IN_0000285,17903,24396,50786,mmprocessedstation
2695,IN_0000284,17948,24407,50786,mmprocessedstation
2696,IN_0000263,17982,24422,50786,mmprocessedstation
2697,IN_0000216,18023,24635,50992,mmprocessedstation
2698,IN_0000282,18068,24443,50990,mmprocessedstation
2699,IN_0000215,18068,24680,50992,mmprocessedstation
2700,1577101,18148,15306,51166,mmprocessedstation
2701,BJ_0000001,18455,6451,51477,mmprocessedstation
2702,2357750,18675,25246,51949,mmprocessedstation
2703,5222150,18766,30149,52139,mmprocessedstation
2704,5223100,18775,30515,52142,mmprocessedstation
2705,5231700,18887,34222,52336,mmprocessedstation
2706,5222300,18906,30164,52325,mmprocessedstation
2707,1526300,18920,5607,52224,mmprocessedstation
2708,1425500,19105,4184,52571,mmprocessedstation
2709,1749100,19113,10462,52597,mmprocessedstation
2710,5222600,19123,30261,52665,mmprocessedstation
2711,5226300,19247,30326,52823,mmprocessedstation
2712,5224500,19331,30582,52981,mmprocessedstation
2713,5226500,19342,30345,52979,mmprocessedstation
2714,5226800,19476,30403,53138,mmprocessedstation
2715,5229200,19620,30861,53302,mmprocessedstation
